teamId,teamPosition,championName,win,kills,deaths,assists,visionScore,matchId
100,JUNGLE,Gwen,False,12,10,5,36,SG2_78458885
100,MIDDLE,Akali,False,4,10,5,18,SG2_78458885
100,BOTTOM,Kaisa,False,11,7,7,15,SG2_78458885
100,UTILITY,Morgana,False,1,11,18,86,SG2_78458885
200,TOP,KSante,True,3,4,10,17,SG2_78458885
200,JUNGLE,Hecarim,True,20,9,5,26,SG2_78458885
200,MIDDLE,Zed,True,11,4,6,19,SG2_78458885
200,BOTTOM,Caitlyn,True,7,9,10,15,SG2_78458885
200,UTILITY,TwistedFate,True,3,6,21,92,SG2_78458885
100,TOP,Renekton,False,2,10,2,14,SG2_76981120
100,JUNGLE,Kindred,False,5,6,0,27,SG2_76981120
100,MIDDLE,Zoe,False,4,8,2,25,SG2_76981120
100,BOTTOM,Lucian,False,5,9,2,26,SG2_76981120
100,UTILITY,Milio,False,0,6,8,53,SG2_76981120
200,TOP,Poppy,True,8,2,9,22,SG2_76981120
200,JUNGLE,Jax,True,10,2,6,40,SG2_76981120
200,MIDDLE,Leblanc,True,10,4,3,24,SG2_76981120
200,UTILITY,Nami,True,1,6,25,37,SG2_76981120
200,BOTTOM,Senna,True,10,2,17,31,SG2_76981120
100,TOP,Sett,False,6,10,5,12,SG2_79025789
100,JUNGLE,Diana,False,4,7,9,14,SG2_79025789
100,MIDDLE,Ahri,False,6,6,3,12,SG2_79025789
100,BOTTOM,Tristana,False,5,3,1,14,SG2_79025789
100,UTILITY,Pyke,False,1,7,5,44,SG2_79025789
200,TOP,Volibear,True,11,7,5,19,SG2_79025789
200,JUNGLE,MasterYi,True,8,3,4,17,SG2_79025789
200,MIDDLE,TwistedFate,True,7,5,11,8,SG2_79025789
200,BOTTOM,Kaisa,True,5,4,4,10,SG2_79025789
200,UTILITY,Taric,True,2,3,10,35,SG2_79025789
100,TOP,Udyr,True,9,3,3,11,SG2_77273658
100,JUNGLE,Ekko,True,9,2,5,15,SG2_77273658
100,MIDDLE,Leblanc,True,7,2,6,16,SG2_77273658
100,BOTTOM,Jinx,True,2,2,3,13,SG2_77273658
100,UTILITY,Sona,True,2,1,10,38,SG2_77273658
200,TOP,Trundle,False,2,9,1,10,SG2_77273658
200,JUNGLE,Viego,False,0,6,2,17,SG2_77273658
200,MIDDLE,Taliyah,False,3,7,0,18,SG2_77273658
200,BOTTOM,Smolder,False,3,2,2,12,SG2_77273658
200,UTILITY,Mel,False,2,5,2,37,SG2_77273658
100,TOP,Mordekaiser,False,9,6,8,25,SG2_79403485
100,JUNGLE,Nocturne,False,10,12,16,24,SG2_79403485
100,MIDDLE,Diana,False,8,14,5,37,SG2_79403485
100,BOTTOM,Smolder,False,13,7,6,23,SG2_79403485
100,UTILITY,Thresh,False,1,6,20,145,SG2_79403485
200,TOP,Shaco,True,3,9,14,27,SG2_79403485
200,JUNGLE,Kayn,True,9,7,15,28,SG2_79403485
200,MIDDLE,Syndra,True,18,11,6,25,SG2_79403485
200,BOTTOM,Ezreal,True,13,7,10,44,SG2_79403485
200,UTILITY,Lulu,True,2,7,25,125,SG2_79403485
100,TOP,Aatrox,True,10,2,12,21,SG2_78324920
100,JUNGLE,Gwen,True,16,6,9,37,SG2_78324920
100,MIDDLE,Azir,True,6,9,11,21,SG2_78324920
100,BOTTOM,Lucian,True,5,11,7,18,SG2_78324920
100,UTILITY,Nami,True,2,8,25,66,SG2_78324920
200,TOP,Mordekaiser,False,4,7,2,11,SG2_78324920
200,JUNGLE,Talon,False,11,9,6,14,SG2_78324920
200,MIDDLE,Lux,False,10,8,5,22,SG2_78324920
200,BOTTOM,Aphelios,False,7,8,5,23,SG2_78324920
200,UTILITY,Seraphine,False,4,7,10,87,SG2_78324920
100,TOP,Nautilus,True,2,5,13,8,SG2_77506026
100,JUNGLE,Naafiri,True,4,2,7,15,SG2_77506026
100,MIDDLE,Yone,True,22,4,8,8,SG2_77506026
100,BOTTOM,Jhin,True,5,6,6,13,SG2_77506026
100,UTILITY,Malphite,True,12,3,4,39,SG2_77506026
200,TOP,Renekton,False,7,8,8,25,SG2_77506026
200,JUNGLE,Karthus,False,5,11,0,9,SG2_77506026
200,MIDDLE,Yasuo,False,1,12,2,7,SG2_77506026
200,BOTTOM,Jhin,False,4,8,4,5,SG2_77506026
200,UTILITY,Bard,False,3,6,9,27,SG2_77506026
100,TOP,Ambessa,True,5,2,8,18,SG2_79471305
100,JUNGLE,Gwen,True,7,5,5,41,SG2_79471305
100,MIDDLE,Zoe,True,10,1,9,28,SG2_79471305
100,BOTTOM,Jhin,True,4,5,9,14,SG2_79471305
100,UTILITY,Bard,True,6,1,18,93,SG2_79471305
200,TOP,Shen,False,2,6,5,10,SG2_79471305
200,JUNGLE,Briar,False,3,9,4,19,SG2_79471305
200,MIDDLE,Azir,False,3,7,4,14,SG2_79471305
200,BOTTOM,Kaisa,False,5,7,2,10,SG2_79471305
200,UTILITY,Nautilus,False,1,3,10,80,SG2_79471305
100,TOP,Quinn,True,20,10,18,53,SG2_78446874
100,JUNGLE,Naafiri,True,11,7,17,32,SG2_78446874
100,MIDDLE,Zoe,True,8,10,14,27,SG2_78446874
100,BOTTOM,Lucian,True,13,8,14,39,SG2_78446874
100,UTILITY,Zyra,True,6,9,19,148,SG2_78446874
200,TOP,Yasuo,False,5,18,3,30,SG2_78446874
200,JUNGLE,Elise,False,16,12,6,39,SG2_78446874
200,MIDDLE,Lux,False,15,7,10,36,SG2_78446874
200,BOTTOM,Ezreal,False,7,13,8,23,SG2_78446874
200,UTILITY,Karma,False,0,9,16,106,SG2_78446874
100,TOP,Ambessa,False,3,10,2,26,SG2_79035766
100,JUNGLE,Viego,False,6,6,4,26,SG2_79035766
100,MIDDLE,Vladimir,False,7,8,7,30,SG2_79035766
100,BOTTOM,Ezreal,False,5,3,2,16,SG2_79035766
100,UTILITY,Lulu,False,2,8,14,74,SG2_79035766
200,TOP,TahmKench,True,8,7,11,24,SG2_79035766
200,JUNGLE,Rammus,True,4,5,14,18,SG2_79035766
200,MIDDLE,Zoe,True,9,3,14,11,SG2_79035766
200,BOTTOM,Sivir,True,11,3,11,24,SG2_79035766
200,UTILITY,Janna,True,3,5,24,77,SG2_79035766
100,TOP,Aatrox,False,1,7,2,8,SG2_78865596
100,JUNGLE,Zed,False,2,9,4,18,SG2_78865596
100,MIDDLE,Aurora,False,4,8,1,15,SG2_78865596
100,BOTTOM,Kaisa,False,5,2,1,18,SG2_78865596
100,UTILITY,Zilean,False,0,6,6,54,SG2_78865596
200,TOP,Irelia,True,10,2,4,18,SG2_78865596
200,JUNGLE,Pantheon,True,7,0,8,38,SG2_78865596
200,MIDDLE,Vladimir,True,12,4,9,15,SG2_78865596
200,BOTTOM,Jinx,True,2,4,5,18,SG2_78865596
200,UTILITY,Lulu,True,1,2,11,83,SG2_78865596
100,TOP,Warwick,True,4,0,7,26,SG2_76926539
100,JUNGLE,MasterYi,True,8,2,8,16,SG2_76926539
100,MIDDLE,Orianna,True,5,2,9,12,SG2_76926539
100,BOTTOM,Jinx,True,10,0,1,15,SG2_76926539
100,UTILITY,Lulu,True,0,1,11,50,SG2_76926539
200,TOP,Kayle,False,0,2,1,11,SG2_76926539
200,JUNGLE,Graves,False,0,7,1,18,SG2_76926539
200,MIDDLE,Aurora,False,3,6,2,22,SG2_76926539
200,BOTTOM,Ezreal,False,1,6,1,17,SG2_76926539
200,UTILITY,Sona,False,1,6,3,49,SG2_76926539
100,TOP,Camille,False,4,3,4,12,SG2_78599581
100,JUNGLE,Pantheon,False,3,8,3,15,SG2_78599581
100,MIDDLE,Zoe,False,1,7,2,9,SG2_78599581
100,BOTTOM,Ashe,False,2,8,0,12,SG2_78599581
100,UTILITY,Elise,False,1,8,5,59,SG2_78599581
200,TOP,Udyr,True,3,5,2,14,SG2_78599581
200,JUNGLE,Amumu,True,4,4,9,19,SG2_78599581
200,MIDDLE,Mel,True,10,2,4,12,SG2_78599581
200,BOTTOM,Varus,True,15,0,5,15,SG2_78599581
200,UTILITY,Seraphine,True,2,0,19,60,SG2_78599581
100,TOP,Pantheon,False,4,8,2,8,SG2_78572930
100,JUNGLE,Rammus,False,3,5,7,16,SG2_78572930
100,MIDDLE,Sylas,False,4,7,3,15,SG2_78572930
100,BOTTOM,Zeri,False,4,9,4,12,SG2_78572930
100,UTILITY,Lulu,False,0,8,10,60,SG2_78572930
200,TOP,Camille,True,6,4,8,12,SG2_78572930
200,JUNGLE,Nunu,True,10,4,13,16,SG2_78572930
200,MIDDLE,Ahri,True,5,1,9,17,SG2_78572930
200,BOTTOM,Ezreal,True,10,4,14,13,SG2_78572930
200,UTILITY,Thresh,True,6,2,21,77,SG2_78572930
100,TOP,Ornn,True,1,5,11,17,SG2_76296133
100,JUNGLE,Ekko,True,16,5,11,19,SG2_76296133
100,MIDDLE,KSante,True,7,3,10,21,SG2_76296133
100,BOTTOM,Brand,True,9,3,14,20,SG2_76296133
100,UTILITY,Senna,True,14,5,21,72,SG2_76296133
200,TOP,Sett,False,3,7,5,19,SG2_76296133
200,JUNGLE,Zed,False,10,10,2,26,SG2_76296133
200,MIDDLE,Sylas,False,8,10,1,16,SG2_76296133
200,BOTTOM,Jinx,False,0,11,4,14,SG2_76296133
200,UTILITY,Lulu,False,0,9,9,49,SG2_76296133
100,TOP,Riven,False,5,10,4,12,SG2_77271409
100,JUNGLE,Ekko,False,7,6,7,31,SG2_77271409
100,MIDDLE,Sylas,False,5,8,3,12,SG2_77271409
100,BOTTOM,Kaisa,False,3,4,8,13,SG2_77271409
100,UTILITY,Leona,False,1,7,13,79,SG2_77271409
200,TOP,Renekton,True,4,7,13,13,SG2_77271409
200,JUNGLE,Elise,True,6,5,13,16,SG2_77271409
200,MIDDLE,Tristana,True,9,5,8,14,SG2_77271409
200,BOTTOM,Caitlyn,True,15,2,2,18,SG2_77271409
200,UTILITY,Senna,True,1,3,21,63,SG2_77271409
100,TOP,Ambessa,True,7,2,14,22,SG2_79199344
100,JUNGLE,Khazix,True,9,5,20,65,SG2_79199344
100,MIDDLE,Leblanc,True,13,2,16,19,SG2_79199344
100,BOTTOM,Tristana,True,10,5,10,52,SG2_79199344
100,UTILITY,Alistar,True,0,6,21,108,SG2_79199344
200,TOP,Renekton,False,2,9,5,33,SG2_79199344
200,JUNGLE,LeeSin,False,6,10,3,35,SG2_79199344
200,MIDDLE,Yasuo,False,1,10,7,22,SG2_79199344
200,BOTTOM,Kaisa,False,9,5,4,35,SG2_79199344
200,UTILITY,Nami,False,1,5,13,95,SG2_79199344
100,TOP,Sion,False,2,9,1,10,SG2_79245929
100,JUNGLE,XinZhao,False,3,9,3,12,SG2_79245929
100,MIDDLE,Akali,False,3,5,3,17,SG2_79245929
100,BOTTOM,Xayah,False,2,5,2,13,SG2_79245929
100,UTILITY,Rakan,False,1,6,2,67,SG2_79245929
200,TOP,Rumble,True,7,4,12,17,SG2_79245929
200,JUNGLE,MonkeyKing,True,8,2,8,26,SG2_79245929
200,MIDDLE,Viktor,True,10,3,6,23,SG2_79245929
200,BOTTOM,Lucian,True,9,2,9,14,SG2_79245929
200,UTILITY,Milio,True,0,1,19,73,SG2_79245929
100,TOP,Aatrox,True,11,2,3,28,SG2_79010351
100,JUNGLE,LeeSin,True,12,4,9,37,SG2_79010351
100,MIDDLE,Annie,True,1,1,7,30,SG2_79010351
100,BOTTOM,Lux,True,8,5,9,39,SG2_79010351
100,UTILITY,Rell,True,1,6,19,105,SG2_79010351
200,TOP,Jayce,False,1,6,3,28,SG2_79010351
200,JUNGLE,Zed,False,2,5,7,33,SG2_79010351
200,MIDDLE,Aurora,False,6,7,2,23,SG2_79010351
200,BOTTOM,Jinx,False,9,8,6,35,SG2_79010351
200,UTILITY,Lulu,False,0,7,15,96,SG2_79010351
100,TOP,Fiora,True,4,12,5,9,SG2_78448610
100,JUNGLE,Zed,True,17,13,7,25,SG2_78448610
100,MIDDLE,Veigar,True,3,9,5,27,SG2_78448610
100,BOTTOM,Caitlyn,True,16,12,7,27,SG2_78448610
100,UTILITY,Nami,True,2,14,21,84,SG2_78448610
200,TOP,Yorick,False,12,6,5,29,SG2_78448610
200,JUNGLE,Poppy,False,5,7,20,27,SG2_78448610
200,MIDDLE,Fizz,False,24,4,7,30,SG2_78448610
200,BOTTOM,Jinx,False,6,11,9,18,SG2_78448610
200,UTILITY,Brand,False,13,14,14,94,SG2_78448610
100,TOP,Fiora,False,7,10,1,7,SG2_78980071
100,JUNGLE,Evelynn,False,3,8,9,21,SG2_78980071
100,MIDDLE,Ahri,False,3,7,4,16,SG2_78980071
100,BOTTOM,Smolder,False,6,7,0,22,SG2_78980071
100,UTILITY,Nami,False,0,8,5,48,SG2_78980071
200,TOP,DrMundo,True,3,4,6,5,SG2_78980071
200,JUNGLE,Sylas,True,9,6,9,11,SG2_78980071
200,MIDDLE,Graves,True,13,3,12,27,SG2_78980071
200,BOTTOM,Jhin,True,4,4,8,17,SG2_78980071
200,UTILITY,Lux,True,11,2,19,97,SG2_78980071
100,TOP,Singed,True,3,6,10,20,SG2_75582011
100,JUNGLE,Zed,True,8,2,7,25,SG2_75582011
100,MIDDLE,Yone,True,12,7,2,19,SG2_75582011
100,BOTTOM,Ezreal,True,5,10,7,15,SG2_75582011
100,UTILITY,Nami,True,2,3,17,82,SG2_75582011
200,TOP,Fiora,False,5,3,1,39,SG2_75582011
200,JUNGLE,XinZhao,False,2,8,7,21,SG2_75582011
200,MIDDLE,Mel,False,4,9,2,19,SG2_75582011
200,BOTTOM,Lucian,False,8,3,11,13,SG2_75582011
200,UTILITY,Pyke,False,9,7,11,113,SG2_75582011
100,TOP,Mordekaiser,False,3,6,1,16,SG2_79064155
100,JUNGLE,Viego,False,8,7,4,21,SG2_79064155
100,MIDDLE,Galio,False,2,10,6,27,SG2_79064155
100,BOTTOM,Ziggs,False,1,8,8,19,SG2_79064155
100,UTILITY,Ashe,False,2,10,11,68,SG2_79064155
200,TOP,Aatrox,True,16,2,6,20,SG2_79064155
200,JUNGLE,Nocturne,True,8,1,23,24,SG2_79064155
200,MIDDLE,Lissandra,True,4,9,16,22,SG2_79064155
200,BOTTOM,Lucian,True,13,1,7,41,SG2_79064155
200,UTILITY,Braum,True,0,3,23,69,SG2_79064155
100,TOP,Tryndamere,True,10,4,8,17,SG2_75816108
100,JUNGLE,Gwen,True,9,4,7,32,SG2_75816108
100,MIDDLE,Hwei,True,1,4,5,19,SG2_75816108
100,BOTTOM,Kaisa,True,9,4,13,15,SG2_75816108
100,UTILITY,Xerath,True,7,3,18,66,SG2_75816108
200,TOP,Jayce,False,2,7,6,16,SG2_75816108
200,JUNGLE,Nidalee,False,4,5,5,27,SG2_75816108
200,MIDDLE,Yasuo,False,8,6,2,12,SG2_75816108
200,BOTTOM,Corki,False,5,8,2,11,SG2_75816108
200,UTILITY,Braum,False,0,10,8,44,SG2_75816108
100,TOP,Ambessa,True,6,9,5,23,SG2_77064479
100,JUNGLE,Ekko,True,14,4,7,41,SG2_77064479
100,MIDDLE,Xerath,True,6,4,11,17,SG2_77064479
100,BOTTOM,Senna,True,9,1,18,26,SG2_77064479
100,UTILITY,Rell,True,2,3,22,95,SG2_77064479
200,TOP,Renekton,False,6,5,2,13,SG2_77064479
200,JUNGLE,Khazix,False,6,10,4,27,SG2_77064479
200,MIDDLE,Smolder,False,4,10,3,24,SG2_77064479
200,BOTTOM,Hwei,False,2,6,1,22,SG2_77064479
200,UTILITY,Elise,False,3,7,9,85,SG2_77064479
100,TOP,KSante,True,2,2,4,15,SG2_78983718
100,JUNGLE,Khazix,True,8,4,2,14,SG2_78983718
100,MIDDLE,TwistedFate,True,4,2,2,23,SG2_78983718
100,BOTTOM,Ezreal,True,6,4,4,15,SG2_78983718
100,UTILITY,Nami,True,2,4,11,45,SG2_78983718
200,TOP,Kayle,False,1,7,2,9,SG2_78983718
200,JUNGLE,Ivern,False,8,3,5,17,SG2_78983718
200,MIDDLE,Syndra,False,3,4,2,16,SG2_78983718
200,BOTTOM,Xayah,False,1,6,10,9,SG2_78983718
200,UTILITY,Alistar,False,3,2,6,22,SG2_78983718
100,TOP,DrMundo,True,1,0,0,0,SG2_77321933
100,MIDDLE,Kaisa,True,3,2,0,1,SG2_77321933
100,JUNGLE,Diana,True,0,0,0,1,SG2_77321933
100,BOTTOM,Xayah,True,0,0,1,0,SG2_77321933
100,UTILITY,Rakan,True,0,0,2,3,SG2_77321933
200,MIDDLE,Fizz,False,2,2,0,0,SG2_77321933
200,JUNGLE,Volibear,False,0,1,0,3,SG2_77321933
200,BOTTOM,Corki,False,0,0,0,3,SG2_77321933
200,TOP,Gnar,False,0,1,0,3,SG2_77321933
100,TOP,Riven,False,1,9,2,16,SG2_79057635
100,JUNGLE,Zed,False,6,7,3,16,SG2_79057635
100,MIDDLE,Lux,False,4,5,2,23,SG2_79057635
100,BOTTOM,Varus,False,2,4,5,15,SG2_79057635
100,UTILITY,Janna,False,1,4,6,72,SG2_79057635
200,TOP,Jax,True,15,3,0,25,SG2_79057635
200,JUNGLE,LeeSin,True,4,3,2,52,SG2_79057635
200,MIDDLE,Diana,True,6,3,5,22,SG2_79057635
200,BOTTOM,Kaisa,True,3,2,7,21,SG2_79057635
200,UTILITY,Zilean,True,1,3,9,83,SG2_79057635
100,TOP,XinZhao,False,4,11,3,15,SG2_77601470
100,JUNGLE,Viego,False,5,10,7,39,SG2_77601470
100,MIDDLE,Azir,False,4,9,4,20,SG2_77601470
100,BOTTOM,Senna,False,6,9,8,19,SG2_77601470
100,UTILITY,Nautilus,False,4,8,10,65,SG2_77601470
200,TOP,KSante,True,10,1,12,25,SG2_77601470
200,JUNGLE,Graves,True,6,2,8,26,SG2_77601470
200,MIDDLE,Zed,True,20,5,3,10,SG2_77601470
200,BOTTOM,Mel,True,9,10,9,14,SG2_77601470
200,UTILITY,Nami,True,2,5,24,78,SG2_77601470
100,TOP,Aatrox,False,8,7,2,11,SG2_79231384
100,JUNGLE,Sylas,False,5,8,6,21,SG2_79231384
100,MIDDLE,Lux,False,0,5,5,15,SG2_79231384
100,BOTTOM,Samira,False,8,9,7,10,SG2_79231384
100,UTILITY,Nautilus,False,4,13,10,70,SG2_79231384
200,TOP,Irelia,True,7,8,8,10,SG2_79231384
200,JUNGLE,Diana,True,15,5,9,27,SG2_79231384
200,MIDDLE,Hwei,True,7,2,16,30,SG2_79231384
200,BOTTOM,Jinx,True,7,7,13,10,SG2_79231384
200,UTILITY,Lulu,True,5,3,17,71,SG2_79231384
100,TOP,Darius,False,7,10,4,23,SG2_78255279
100,JUNGLE,Vi,False,10,7,11,25,SG2_78255279
100,MIDDLE,Tristana,False,9,11,8,24,SG2_78255279
100,BOTTOM,Velkoz,False,4,5,13,16,SG2_78255279
100,UTILITY,Zyra,False,1,9,13,94,SG2_78255279
200,TOP,Nasus,True,7,4,6,33,SG2_78255279
200,JUNGLE,LeeSin,True,12,7,12,30,SG2_78255279
200,MIDDLE,Kassadin,True,12,5,9,21,SG2_78255279
200,BOTTOM,Lucian,True,9,9,11,15,SG2_78255279
200,UTILITY,Nautilus,True,2,6,24,74,SG2_78255279
100,TOP,Singed,False,7,10,5,16,SG2_76909082
100,JUNGLE,Pantheon,False,6,9,7,19,SG2_76909082
100,MIDDLE,Lux,False,10,9,10,26,SG2_76909082
100,BOTTOM,Caitlyn,False,7,6,9,19,SG2_76909082
100,UTILITY,Leona,False,0,8,17,88,SG2_76909082
200,TOP,Quinn,True,3,8,13,19,SG2_76909082
200,JUNGLE,Ambessa,True,12,2,14,26,SG2_76909082
200,MIDDLE,Kennen,True,17,6,11,13,SG2_76909082
200,BOTTOM,Ezreal,True,6,4,10,21,SG2_76909082
200,UTILITY,Rakan,True,4,10,18,72,SG2_76909082
100,TOP,Trundle,False,0,5,3,11,SG2_79229409
100,JUNGLE,Shaco,False,5,12,4,17,SG2_79229409
100,MIDDLE,Yone,False,9,9,4,15,SG2_79229409
100,BOTTOM,Yasuo,False,9,14,7,9,SG2_79229409
100,UTILITY,Ashe,False,7,12,8,49,SG2_79229409
200,TOP,Vladimir,True,5,4,5,7,SG2_79229409
200,JUNGLE,Briar,True,16,4,16,16,SG2_79229409
200,MIDDLE,Darius,True,13,9,6,16,SG2_79229409
200,BOTTOM,Jhin,True,14,8,10,13,SG2_79229409
200,UTILITY,Janna,True,4,5,15,35,SG2_79229409
100,TOP,Aatrox,True,4,3,1,8,SG2_77752921
100,JUNGLE,Zed,True,5,2,4,16,SG2_77752921
100,MIDDLE,Annie,True,4,2,5,12,SG2_77752921
100,BOTTOM,Kaisa,True,5,1,3,15,SG2_77752921
100,UTILITY,Renata,True,2,3,7,31,SG2_77752921
200,TOP,Jayce,False,3,5,1,13,SG2_77752921
200,JUNGLE,Viego,False,2,5,2,12,SG2_77752921
200,MIDDLE,TwistedFate,False,4,4,2,4,SG2_77752921
200,BOTTOM,Xayah,False,1,3,3,11,SG2_77752921
200,UTILITY,Nautilus,False,1,3,3,33,SG2_77752921
100,TOP,Camille,False,4,5,4,12,SG2_79195170
100,JUNGLE,Gwen,False,3,5,8,14,SG2_79195170
100,MIDDLE,AurelionSol,False,4,5,2,16,SG2_79195170
100,BOTTOM,Lucian,False,5,4,7,23,SG2_79195170
100,UTILITY,Alistar,False,4,7,10,80,SG2_79195170
200,TOP,MonkeyKing,True,3,3,9,16,SG2_79195170
200,JUNGLE,LeeSin,True,6,4,7,17,SG2_79195170
200,MIDDLE,Velkoz,True,10,4,4,15,SG2_79195170
200,BOTTOM,Seraphine,True,1,3,14,10,SG2_79195170
200,UTILITY,Elise,True,6,6,12,79,SG2_79195170
100,TOP,KSante,False,1,9,7,7,SG2_78989944
100,JUNGLE,Viego,False,11,8,3,15,SG2_78989944
100,MIDDLE,Katarina,False,4,8,1,12,SG2_78989944
100,BOTTOM,Caitlyn,False,3,8,5,13,SG2_78989944
100,UTILITY,Thresh,False,1,10,10,47,SG2_78989944
200,TOP,Illaoi,True,15,5,6,0,SG2_78989944
200,JUNGLE,Pantheon,True,11,2,11,11,SG2_78989944
200,MIDDLE,Smolder,True,5,6,12,9,SG2_78989944
200,BOTTOM,Kaisa,True,8,4,5,14,SG2_78989944
200,UTILITY,Braum,True,4,3,18,43,SG2_78989944
100,TOP,Jayce,True,0,2,7,21,SG2_76370796
100,JUNGLE,Ekko,True,4,3,12,20,SG2_76370796
100,MIDDLE,Pantheon,True,11,2,2,14,SG2_76370796
100,BOTTOM,Xayah,True,2,7,8,12,SG2_76370796
100,UTILITY,Elise,True,7,6,7,69,SG2_76370796
200,TOP,Volibear,False,2,4,1,8,SG2_76370796
200,JUNGLE,XinZhao,False,5,3,6,28,SG2_76370796
200,MIDDLE,Talon,False,5,5,3,19,SG2_76370796
200,BOTTOM,Lux,False,7,9,5,16,SG2_76370796
200,UTILITY,Leona,False,1,3,13,89,SG2_76370796
100,TOP,Urgot,True,7,2,5,25,SG2_77917871
100,JUNGLE,Nunu,True,4,0,19,32,SG2_77917871
100,MIDDLE,Xerath,True,9,3,10,31,SG2_77917871
100,BOTTOM,Senna,True,15,3,11,8,SG2_77917871
100,UTILITY,Alistar,True,2,5,25,91,SG2_77917871
200,TOP,DrMundo,False,0,6,1,15,SG2_77917871
200,JUNGLE,Udyr,False,0,7,4,27,SG2_77917871
200,MIDDLE,Ahri,False,9,4,0,19,SG2_77917871
200,BOTTOM,Ezreal,False,3,9,4,20,SG2_77917871
200,UTILITY,Zoe,False,1,11,4,82,SG2_77917871
100,TOP,Renekton,True,8,1,2,15,SG2_79001757
100,JUNGLE,Kindred,True,10,1,7,49,SG2_79001757
100,MIDDLE,Yasuo,True,9,4,7,15,SG2_79001757
100,BOTTOM,Hwei,True,8,2,9,30,SG2_79001757
100,UTILITY,Rakan,True,0,2,22,65,SG2_79001757
200,TOP,Viktor,False,2,5,0,23,SG2_79001757
200,JUNGLE,Zed,False,1,9,5,22,SG2_79001757
200,MIDDLE,Gangplank,False,2,5,0,13,SG2_79001757
200,BOTTOM,Xayah,False,4,7,1,24,SG2_79001757
200,UTILITY,Zoe,False,1,9,5,69,SG2_79001757
100,TOP,Aatrox,True,5,2,7,8,SG2_78945686
100,JUNGLE,XinZhao,True,6,2,12,18,SG2_78945686
100,MIDDLE,Lux,True,3,3,13,19,SG2_78945686
100,BOTTOM,Corki,True,11,2,13,13,SG2_78945686
100,UTILITY,Seraphine,True,10,2,19,74,SG2_78945686
200,TOP,Ambessa,False,2,4,1,14,SG2_78945686
200,JUNGLE,Briar,False,3,8,3,15,SG2_78945686
200,MIDDLE,Chogath,False,4,7,4,14,SG2_78945686
200,BOTTOM,Ziggs,False,2,7,5,14,SG2_78945686
200,UTILITY,Senna,False,0,9,3,49,SG2_78945686
100,TOP,Shen,False,5,3,7,25,SG2_78933283
100,JUNGLE,Zed,False,12,8,7,21,SG2_78933283
100,MIDDLE,Lux,False,4,8,9,15,SG2_78933283
100,BOTTOM,Xayah,False,6,7,6,15,SG2_78933283
100,UTILITY,Sona,False,4,9,15,69,SG2_78933283
200,TOP,Kayle,True,6,8,4,14,SG2_78933283
200,JUNGLE,Nocturne,True,8,2,12,31,SG2_78933283
200,MIDDLE,Annie,True,16,10,8,22,SG2_78933283
200,BOTTOM,Kaisa,True,1,5,5,20,SG2_78933283
200,UTILITY,Soraka,True,4,7,13,87,SG2_78933283
100,TOP,KSante,True,9,3,12,20,SG2_78835936
100,JUNGLE,Volibear,True,2,5,17,15,SG2_78835936
100,MIDDLE,Hwei,True,12,2,6,18,SG2_78835936
100,BOTTOM,Lucian,True,8,6,14,24,SG2_78835936
100,UTILITY,Vex,True,13,8,15,90,SG2_78835936
200,TOP,Garen,False,2,9,2,24,SG2_78835936
200,JUNGLE,LeeSin,False,5,11,9,30,SG2_78835936
200,MIDDLE,Vladimir,False,7,7,3,15,SG2_78835936
200,BOTTOM,Kaisa,False,8,8,9,15,SG2_78835936
200,UTILITY,Zilean,False,2,10,14,61,SG2_78835936
100,TOP,Aatrox,False,9,4,4,31,SG2_78880387
100,JUNGLE,Gwen,False,5,6,3,59,SG2_78880387
100,MIDDLE,Zed,False,9,4,4,40,SG2_78880387
100,BOTTOM,Twitch,False,2,9,10,34,SG2_78880387
100,UTILITY,Lux,False,3,8,7,124,SG2_78880387
200,TOP,Ornn,True,1,4,15,36,SG2_78880387
200,JUNGLE,Pantheon,True,8,5,7,30,SG2_78880387
200,MIDDLE,Zoe,True,4,8,9,30,SG2_78880387
200,BOTTOM,Kaisa,True,16,7,3,28,SG2_78880387
200,UTILITY,Rell,True,1,4,24,122,SG2_78880387
100,TOP,Vladimir,False,7,5,0,11,SG2_78505460
100,JUNGLE,LeeSin,False,2,11,2,21,SG2_78505460
100,MIDDLE,Ryze,False,3,9,4,3,SG2_78505460
100,BOTTOM,Caitlyn,False,7,8,2,24,SG2_78505460
100,UTILITY,Nami,False,2,9,9,55,SG2_78505460
200,TOP,Gnar,True,3,5,7,22,SG2_78505460
200,JUNGLE,Rengar,True,10,3,8,22,SG2_78505460
200,MIDDLE,Lulu,True,12,4,8,19,SG2_78505460
200,BOTTOM,Viktor,True,16,5,4,10,SG2_78505460
200,UTILITY,Rakan,True,1,4,16,49,SG2_78505460
100,TOP,Jayce,False,5,8,8,23,SG2_78140612
100,JUNGLE,Nunu,False,7,7,13,53,SG2_78140612
100,MIDDLE,Akali,False,5,5,7,22,SG2_78140612
100,BOTTOM,Zeri,False,16,2,3,30,SG2_78140612
100,UTILITY,Rell,False,1,6,19,98,SG2_78140612
200,TOP,Fiora,True,6,5,8,50,SG2_78140612
200,JUNGLE,Viego,True,7,10,9,50,SG2_78140612
200,MIDDLE,Katarina,True,10,8,11,21,SG2_78140612
200,BOTTOM,Varus,True,4,2,5,23,SG2_78140612
