teamId,teamPosition,championName,win,kills,deaths,assists,visionScore,matchId,KDA,kill_participation
100,MIDDLE,Cassiopeia,0,4,2,5,10,SG2_79332146,4.5,9
100,BOTTOM,Sivir,0,3,6,1,18,SG2_79332146,0.6666666666666666,4
100,UTILITY,Poppy,0,7,7,6,78,SG2_79332146,1.8571428571428572,13
200,TOP,Gnar,1,9,3,8,17,SG2_79332146,5.666666666666667,17
200,JUNGLE,Kindred,1,12,4,6,40,SG2_79332146,4.5,18
200,MIDDLE,Galio,1,2,6,11,16,SG2_79332146,2.1666666666666665,13
200,BOTTOM,Ziggs,1,2,3,13,20,SG2_79332146,5.0,15
200,UTILITY,Zoe,1,5,4,10,68,SG2_79332146,3.75,15
100,TOP,Aatrox,1,1,6,6,15,SG2_79426440,1.1666666666666667,7
100,JUNGLE,Morgana,1,13,5,15,32,SG2_79426440,5.6,28
100,MIDDLE,Hwei,1,8,4,19,30,SG2_79426440,6.75,27
100,BOTTOM,Corki,1,15,1,8,22,SG2_79426440,23.0,23
100,UTILITY,Rell,1,3,4,30,84,SG2_79426440,8.25,33
200,TOP,Fiora,0,5,7,1,17,SG2_79426440,0.8571428571428571,6
200,JUNGLE,Nidalee,0,10,6,5,25,SG2_79426440,2.5,15
200,MIDDLE,Orianna,0,1,7,7,17,SG2_79426440,1.1428571428571428,8
200,BOTTOM,Kaisa,0,3,9,4,16,SG2_79426440,0.7777777777777778,7
200,UTILITY,Thresh,0,1,11,12,69,SG2_79426440,1.1818181818181819,13
100,TOP,Gwen,1,6,1,2,12,SG2_76407730,8.0,8
100,JUNGLE,Vi,1,4,1,10,18,SG2_76407730,14.0,14
100,MIDDLE,Tryndamere,1,11,4,0,10,SG2_76407730,2.75,11
100,BOTTOM,Smolder,1,3,3,5,18,SG2_76407730,2.6666666666666665,8
100,UTILITY,Lulu,1,2,4,8,44,SG2_76407730,2.5,10
200,TOP,Ambessa,0,2,7,0,3,SG2_76407730,0.2857142857142857,2
200,JUNGLE,Elise,0,2,6,3,20,SG2_76407730,0.8333333333333334,5
200,MIDDLE,Corki,0,4,8,1,7,SG2_76407730,0.625,5
200,BOTTOM,Varus,0,4,4,3,17,SG2_76407730,1.75,7
200,UTILITY,Milio,0,1,1,6,45,SG2_76407730,7.0,7
100,TOP,KSante,0,2,15,34,0,SG2_78849637,2.4,36
100,TOP,Kayle,0,8,11,36,0,SG2_78849637,4.0,44
100,UTILITY,Zilean,0,5,7,39,0,SG2_78849637,6.285714285714286,44
100,TOP,Jayce,1,12,1,3,8,SG2_78344946,15.0,15
100,JUNGLE,LeeSin,1,8,2,7,19,SG2_78344946,7.5,15
100,MIDDLE,Taliyah,1,5,1,10,10,SG2_78344946,15.0,15
100,BOTTOM,Draven,1,8,8,1,8,SG2_78344946,1.125,9
100,UTILITY,Blitzcrank,1,3,9,10,69,SG2_78344946,1.4444444444444444,13
200,TOP,Renekton,0,2,10,0,16,SG2_78344946,0.2,2
200,JUNGLE,Belveth,0,6,6,4,14,SG2_78344946,1.6666666666666667,10
200,MIDDLE,Smolder,0,3,6,3,11,SG2_78344946,1.0,6
200,BOTTOM,Caitlyn,0,7,4,7,11,SG2_78344946,3.5,14
200,UTILITY,Lux,0,2,10,6,45,SG2_78344946,0.8,8
100,TOP,Shen,0,2,5,6,11,SG2_79354144,1.6,8
100,JUNGLE,Nidalee,0,6,8,1,10,SG2_79354144,0.875,7
100,MIDDLE,Yone,0,2,8,0,7,SG2_79354144,0.25,2
100,BOTTOM,Sivir,0,2,8,2,11,SG2_79354144,0.5,4
100,UTILITY,Braum,0,0,4,3,49,SG2_79354144,0.75,3
200,TOP,Sett,1,4,5,11,9,SG2_79354144,3.0,15
200,JUNGLE,Khazix,1,7,3,8,36,SG2_79354144,5.0,15
200,MIDDLE,Lux,1,11,1,7,17,SG2_79354144,18.0,18
200,BOTTOM,Nilah,1,11,2,5,7,SG2_79354144,8.0,16
200,UTILITY,Soraka,1,0,1,20,74,SG2_79354144,20.0,20
100,TOP,Trundle,0,4,9,0,19,SG2_79353681,0.4444444444444444,4
100,JUNGLE,Graves,0,3,8,1,24,SG2_79353681,0.5,4
100,MIDDLE,Akali,0,1,6,4,17,SG2_79353681,0.8333333333333334,5
100,BOTTOM,Caitlyn,0,6,8,4,25,SG2_79353681,1.25,10
100,UTILITY,Neeko,0,3,8,8,68,SG2_79353681,1.375,11
200,TOP,Vladimir,1,5,3,5,20,SG2_79353681,3.3333333333333335,10
200,JUNGLE,Nocturne,1,5,1,8,31,SG2_79353681,13.0,13
200,MIDDLE,Orianna,1,8,0,8,23,SG2_79353681,16.0,16
200,BOTTOM,Xayah,1,6,9,10,14,SG2_79353681,1.7777777777777777,16
200,UTILITY,Elise,1,15,4,9,76,SG2_79353681,6.0,24
